SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2)
506, U, 62070A, 20121.87353616, -.00000102, 00000-0, 27361-4, 0, 52.0038, 265.1495, 0277072, 288.1792, 68.9149, 13.85162094, 89893, 8
510, U, 62049C, 20122.13878250, +.00000028, +00000-0, +21482-4, 0, 080.5162, 010.4109, 0016198, 116.3765, 035.6964, 13.69728677, 87627, 8
511, U, 62049D, 20121.83568477, +.00000044, +00000-0, +41517-4, 0, 080.4284, 251.1244, 0031011, 334.9191, 179.3689, 13.68227094, 87344, 1
515, U, 62068B, 20121.98908026, -.00000033, +00000-0, +00000-0, 0, 047.5187, 348.9249, 2836295, 078.4188, 311.7761, 07.79246827, 63336, 4
516, U, 61015FT, 20122.19898473, -.00000291, +00000-0, -15887-3, 0, 065.9955, 040.3798, 0092225, 267.0854, 091.9661, 13.91306741, 97695, 9
530, U, 61015FU, 20122.17681318, -.00000000, +00000-0, +52838-4, 0, 066.8794, 086.4956, 0082787, 341.9752, 017.8399, 13.98294584, 99462, 1
537, U, 61015FW, 20122.26327045, +.00000197, +00000-0, +30753-3, 0, 067.2264, 208.9078, 0171937, 162.5315, 231.9794, 13.62787957, 71012, 0
538, U, 61015FX, 20122.01947120, +.00000494, +00000-0, +16236-3, 0, 067.8120, 351.9721, 0017364, 021.3791, 338.8046, 14.45443322, 03873, 9
541, U, 61015GA, 20121.94007428, +.00000050, +00000-0, +10614-3, 0, 067.2193, 326.6453, 0078990, 207.7815, 151.9035, 13.84811761, 96227, 2
543, U, 61015GC, 20122.15125206, .00000002, 00000-0, 83704-4, 0, 67.0299, 117.6257, 0069977, 357.2043, 72.9175, 13.68212865, 93098, 0
544, U, 61015GD, 20121.98165635, .00000026, 00000-0, 12378-3, 0, 66.8738, 312.3160, 0192232, 324.0909, 189.4384, 13.54749570, 89883, 3
