,SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,RightAscension,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2),OrbitalPeriod,SemiMajorAxis
13472,38722, U, 99025ETP,20119.55671207,7.04e-06, 00000-0, 26300-3,0,999,8,99.342,28.92,246002,245.6979,111.8326,14.20181398,54101,8,6083.729875752111,7202.340966777545
13473,38723, U, 99025ETQ,20122.34237606,1.029e-05, 00000-0, 40310-3,0,999,9,99.4678,174.48,43448,217.3573,142.4584,14.3143119,47730,9,6035.917101960032,7164.555314929948
13474,38724, U, 99025ETR,20122.13404321,7.82e-06, +00000-0, +59815-3,0,999,2,98.7433,196.2145,157893,6.9758,353.3549,13.9052534,27958,1,6213.479000677544,7304.384378621596
13475,38725, U, 99025ETS,20122.41187896,5.66e-06, 00000-0, 29310-3,0,999,6,98.8822,199.7616,47608,76.5045,284.1429,14.18283596,47594,1,6091.870500630114,7208.764491953692
13476,38726, U, 99025ETT,20120.40764316,8.61e-06, 00000-0, 37138-3,0,999,7,99.1936,332.0099,87683,56.0865,304.8613,14.25219372,47082,5,6062.224643968705,7185.3580291878625
13477,38727, U, 99025ETU,20122.18148911,7.26e-06, +00000-0, +54472-3,0,999,2,98.706,211.3673,120374,163.5204,227.1181,13.94089044,43180,0,6197.595510262112,7291.930957560327
13478,38728, U, 99025ETV,20122.13770926,3.34e-06, +00000-0, +97730-4,0,999,5,99.2221,228.2599,110015,80.3375,39.0985,14.47872318,35797,6,5967.37702115526,7110.214687706648
13479,38729, U, 99025ETW,20120.1337158,2.26e-06, +00000-0, +17748-3,0,999,7,99.2289,100.5552,86719,194.2263,165.6457,14.00388431,54445,4,6169.716779101269,7270.046933001014
13480,38730, U, 12040A,20121.99128262,1.22e-06, +00000-0, +00000-0,0,999,8,0.1161,118.8464,6470,269.0609,208.7154,1.00273674,2854,9,86164.19101189011,42161.068190580794
13481,38732, U, 94089D,20122.18420247,9.87e-06, +00000-0, +47747-3,0,999,4,98.7045,210.3677,18719,55.3505,304.9433,14.20663867,40234,5,6081.663791622286,7200.710225432499
13482,38733, U, 12041A,20121.9288927,2.3e-07, +00000-0, +93161-4,0,999,2,82.4793,30.601,17455,273.2462,86.6623,12.42380429,35189,9,6954.391584351011,7874.080004277516
13483,38734, U, 12041B,20121.91848655,2.7e-07, 00000-0, 12059-3,0,999,4,82.4794,26.5797,15327,283.9062,76.0316,12.44810965,35224,4,6940.812896840123,7863.827058849874
13484,38735, U, 12041C,20122.26720384,5.5e-07, 00000-0, 32703-3,0,999,1,82.4811,30.0857,16061,266.49,93.4342,12.4257996,35199,3,6953.2748620861385,7873.237045724141
13485,38736, U, 12041D,20121.93287171,2.8e-07, 00000-0, 13079-3,0,999,2,82.4845,29.1449,23461,263.4294,96.4116,12.43815116,35211,6,6946.36999410771,7868.023898926582
13486,38737, U, 12041E,20121.99422323,5e-08, +00000-0, -30871-4,0,999,5,82.4771,256.3119,226349,104.729,257.9014,12.81811272,36304,2,6740.461867306781,7711.759902481465
13487,38740, U, 12043A,20122.47885316,-2.9e-07, 00000-0, 00000+0,0,999,2,0.0217,155.0592,1722,30.9885,274.6901,1.00271368,2839,5,86166.17258079095,42161.71459012994
13488,38741, U, 12043B,20122.18419472,1.5e-06, 00000-0, 00000+0,0,999,1,0.0099,241.9189,1848,141.9144,293.0782,1.00269973,2840,4,86167.37136251148,42162.10563744427
13489,38742, U, 12043C,20121.72615926,2.481e-05, 00000-0, 72550-3,0,999,5,5.8379,311.1978,7166587,81.4667,347.048,2.42647159,6697,4,35607.25802687021,23391.21335232152
13490,38744, U, 12044A,20122.52199639,0.00136834, 11162-4, 83649-3,0,999,1,49.86,175.2321,639214,11.9416,349.5891,14.6170757,34733,0,5910.895022593336,7065.277540774791
13491,38745, U, 12044B,20121.72875311,3.742e-05, +24531-5, +11140-3,0,999,4,49.8931,235.4611,2212329,318.0013,27.0384,11.0265553,30209,8,7835.62931933965,8525.953979641785
13492,38746, U, 12044C,20121.93174763,2.82e-05, 00000-0, 17885-3,0,999,9,49.6774,277.6594,2402256,49.5948,329.0997,10.51361253,29249,9,8217.91746209616,8801.05859525196
13493,38749, U, 12045A,20122.45355473,-2.9e-06, 00000-0, 00000+0,0,999,7,0.0019,197.3993,2200,202.0211,285.7054,1.00272277,2819,5,86165.39145710233,42161.45978353324
13494,38750, U, 12045B,20122.14079353,9.79e-06, +00000-0, +30518-3,0,999,9,0.5702,23.0424,7189407,69.0999,343.7273,2.38903637,6620,6,36165.20915502011,23634.93341491366
13495,38752, U, 12046A,20121.75422039,5.951e-05, +00000-0, +55690-3,0,999,4,10.0042,42.8782,6934442,47.198,353.085,2.75233046,7524,0,31391.579338187465,21506.472003676492
13496,38753, U, 12046B,20121.95015177,9.228e-05, +00000-0, +66082-3,0,999,6,10.0674,57.9737,6950492,17.9489,357.5306,2.73751727,7464,8,31561.444724693916,21583.985750251843
13497,38755, U, 12047A,20122.4833734,-1e-07, 00000-0, 75562-5,0,999,3,98.1687,190.0841,1285,97.1116,263.023,14.58572096,40689,3,5923.601598916095,7075.399341707994
13498,38756, U, 12047B,20122.49985724,6.6e-07, 00000-0, 17505-4,0,999,2,98.4006,296.2219,12493,21.5571,338.6159,14.76641273,41168,5,5851.116420744931,7017.561413662299
13499,38757, U, 12047C,20122.31434759,4.8e-07, 00000-0, 14073-4,0,999,8,98.1119,238.3039,5665,5.2527,354.8741,14.77656898,41197,7,5847.094824038104,7014.345499098662
13500,38767, U, 12048K,20122.23350247,2.82e-06, 00000-0, 37879-4,0,999,9,64.6678,23.9619,146078,152.6108,208.2804,14.9224657,3475,2,5789.927866947617,6968.551241033183
13501,38768, U, 12048L,20122.02415713,6.25e-06, +00000-0, +60978-4,0,999,4,64.6679,354.0032,134865,148.8968,212.022,14.95899954,3478,4,5775.787329157174,6957.200585459983
13502,38769, U, 12048M,20122.41761438,1.28e-06, 00000-0, 26868-4,0,999,4,64.67,51.4481,156088,153.0464,207.8865,14.89165856,3474,9,5801.905788524874,6978.158730598495
13503,38771, U, 12049A,20122.46945931,-1.5e-07, 00000-0, 13320-4,0,999,0,98.6957,182.4823,2087,118.7647,303.4231,14.21491366,39534,8,6078.123446020283,7197.915433559326
13504,38774, U, 12050A,20121.65000947,8.5e-07, +00000-0, +00000-0,0,999,7,54.9378,138.12,35211,219.4121,140.3777,1.86251679,3615,3,46388.84356043845,27902.048743571177
13505,38775, U, 12050B,20121.81710608,8.6e-07, +00000-0, +00000-0,0,999,9,55.0433,137.9026,16754,312.574,48.6251,1.86232393,5198,1,46393.64753262876,27903.975045134524
13506,38778, U, 12051A,20122.20433226,1.45e-06, +00000-0, +00000-0,0,999,1,0.051,220.2585,809,57.4591,43.6318,1.00271692,1872,4,86165.89415884197,42161.62376753511
13507,38779, U, 12051B,20122.12278066,-1.69e-06, 00000-0, 00000+0,0,999,8,0.0908,104.2809,1930,257.8416,344.626,1.00269608,2785,2,86167.68502775038,42162.20795598012
13508,38780, U, 12051C,20121.97253675,2.083e-05, +00000-0, +38418-3,0,999,5,6.5439,359.1655,7125615,95.8772,341.6892,2.48578685,6681,1,34757.60602724244,23017.61384728077
13509,38781, U, 12051D,20122.46944346,0.00099027, 00000-0, 28286-2,0,999,8,6.3676,121.5107,5242835,194.7969,140.624,5.32563735,11775,5,16223.410330408624,13850.171918096128
13510,38782, U, 12052A,20122.44365244,5.6e-07, 00000-0, 15309-4,0,999,0,97.766,184.7792,16110,317.5139,42.4824,14.75989771,40925,3,5853.699103989251,7019.626296544436
13511,38783, U, 99025ETX,20118.91987378,5.97e-06, 00000-0, 14071-3,0,999,5,98.5808,182.8276,309016,183.5335,176.3669,14.32885125,50331,9,6029.7925138974415,7159.707957207328
13512,38784, U, 99025ETY,20122.16752885,1.705e-05, +00000-0, +32597-3,0,999,6,99.4164,1.8793,78310,84.8834,70.5928,14.63579609,45570,9,5903.334500474037,7059.251540662793
13513,38785, U, 99025ETZ,20122.06129471,1.809e-05, 00000-0, 10764-2,0,999,1,98.0297,224.5337,219123,236.7875,121.2114,13.97205606,53275,3,6183.771352546377,7281.0834908861425
13514,38787, U, 99025EUB,20121.03809891,5.7e-06, 00000-0, 56572-3,0,999,2,98.3602,229.8851,243982,172.0399,188.4733,13.69282959,51427,4,6309.87185169519,7379.734799793941
13515,38789, U, 99025EUD,20120.22714215,3.13e-06, +00000-0, +98263-4,0,999,8,98.8749,261.626,243053,316.3495,163.005,14.32856953,32352,9,6029.91106817067,7159.8018035754485
13516,38790, U, 99025EUE,20120.97230735,9.51e-06, 00000-0, 51582-3,0,999,2,98.9299,185.2211,84025,204.0646,155.6589,14.13067191,51329,8,6114.358931428902,7226.494593394364
13517,38792, U, 99025EUG,20121.83450435,2.136e-05, 00000-0, 25400-3,0,999,8,99.5992,255.521,103199,132.7667,228.2279,14.82121577,51191,6,5829.481288227679,7000.251943159002
13518,38793, U, 99025EUH,20121.68437727,7.72e-06, +00000-0, +22851-3,0,999,2,98.6639,199.1075,110069,31.0472,121.8199,14.42892636,32589,2,5987.971512524928,7126.564378888077
13519,38794, U, 99025EUJ,20120.60201749,5.73e-06, +00000-0, +56266-3,0,999,3,99.0827,251.054,214677,4.3607,355.9349,13.73173798,27455,2,6291.993054764071,7365.788064705527
13520,38797, U, 99025EUM,20121.48757521,9.4e-07, +00000-0, +14912-3,0,999,7,99.5838,35.0449,249589,40.234,321.6983,13.59908172,31376,0,6353.3701597610525,7413.61169317023
13521,38798, U, 99025EUN,20120.30299995,5.5e-07, +00000-0, +12249-3,0,999,2,98.7914,163.1917,419620,115.5009,249.013,13.26018934,49447,0,6515.74406553685,7539.393436308363
13522,38799, U, 99025EUP,20119.45774211,2.77e-06, +00000-0, +98438-4,0,999,7,98.5719,196.2959,208645,349.6807,10.0124,14.30849078,34553,2,6038.372692720846,7166.498352786812
13523,38801, U, 99025EUR,20119.5888213,3.88e-06, +00000-0, +11306-3,0,999,6,98.4867,233.8679,387336,180.2535,194.722,14.13742125,35263,0,6111.439878047067,7224.1944119658065
13524,38803, U, 99025EUT,20121.80965295,7.19e-06, +00000-0, +45638-3,0,999,3,99.0542,72.1967,83838,35.6934,324.9799,14.05364306,31272,5,6147.872094881567,7252.87642651322
13525,38804, U, 99025EUU,20122.15271593,1.137e-05, 00000-0, 98786-3,0,999,1,97.5356,96.1863,394885,174.769,185.7772,13.56984864,54572,8,6367.05701678335,7424.255141045943
13526,38807, U, 99025EUX,20121.72040357,8.78e-06, +00000-0, +86110-3,0,999,7,98.4661,278.6455,235832,239.2786,118.4941,13.69785763,29663,8,6307.555702051782,7377.92878150117
13527,38808, U, 99025EUY,20121.43832802,1.469e-05, +00000-0, +46443-3,0,999,2,98.7775,203.1871,163063,258.2894,99.9955,14.34506401,28911,6,6022.97765557339,7154.312349677961
13528,38809, U, 99025EUZ,20121.34931693,2e-08, +00000-0, +18770-4,0,999,6,98.7585,164.2829,240266,78.5732,284.2321,14.1226789,40198,0,6117.819474037607,7229.220988142841
13529,38810, U, 99025EVA,20103.55992076,8.21e-06, 00000-0, 54410-3,0,999,2,99.3403,235.0954,133386,343.2908,77.1865,14.00229249,48284,4,6170.418169860697,7270.597908819698
13530,38811, U, 99025EVB,20121.36929781,7.38e-06, 00000-0, 38123-3,0,999,5,99.0445,175.8976,51067,269.8444,89.6878,14.17569697,49031,1,6094.938413458482,7211.184548342868
13531,38812, U, 99025EVC,20120.07018368,1.1e-07, +00000-0, +47093-4,0,999,4,98.4511,207.5623,277381,49.7553,312.75,13.59700648,18221,3,6354.339841426627,7414.366007841054
13532,38813, U, 99025EVD,20119.45904015,1.12e-06, +00000-0, +82387-4,0,999,5,99.2721,4.6297,6724,135.5136,224.6577,14.1500682,19164,7,6105.977637620149,7219.8892435185435
13533,38814, U, 99025EVE,20122.05886848,2.36e-05, +00000-0, +95046-3,0,999,1,98.3489,204.5571,110615,300.7822,58.2506,14.25650435,54648,5,6060.391655546333,7183.909568415307
13534,38815, U, 99025EVF,20121.25354615,3.518e-05, 00000-0, 55821-3,0,999,8,99.6889,123.39,24283,231.4767,128.4258,14.72812302,57823,8,5866.327968789604,7029.718839693444
13535,38816, U, 99025EVG,20122.39994915,1.275e-05, 00000-0, 44141-3,0,999,9,98.8255,181.8453,106271,279.7687,79.151,14.34392702,49649,8,6023.455074717746,7154.690408588753
13536,38817, U, 99025EVH,20116.52251161,4.2e-06, 00000-0, 53240-3,0,999,8,98.622,225.1996,304742,326.2222,31.9825,13.50807782,38010,0,6396.1728049920275,7446.871411611007
13537,38818, U, 99025EVJ,20122.03816064,1.14e-06, +00000-0, +54124-4,0,999,4,98.5034,202.2601,97460,91.9576,32.1874,14.3331647,37817,8,6027.977896605067,7158.271447678926
13538,38819, U, 99025EVK,20120.33615053,1.11e-06, +00000-0, +77150-4,0,999,2,98.6708,151.3229,84099,334.0314,37.891,14.15086443,34408,3,6105.634071147695,7219.6184121804
13539,38820, U, 99025EVL,20122.52802263,7.74e-06, 00000-0, 59412-3,0,999,3,98.2493,223.2095,280780,329.2148,85.7805,13.78840912,38834,7,6266.132608052465,7345.591677609094
13540,38821, U, 99025EVM,20121.78702723,4.43e-06, +00000-0, +35854-3,0,999,8,98.4983,118.3816,125938,133.4769,352.0137,13.91130753,39206,8,6210.774926345114,7302.265004358009
13541,38823, U, 99025EVP,20093.87422215,8.26e-06, 00000-0, 57835-3,0,999,1,99.2544,124.8543,114695,332.3467,27.1625,13.98278323,58795,3,6179.027349478548,7277.359129329018
13542,38824, U, 99025EVQ,20117.65868638,3.18e-06, +00000-0, +25271-3,0,999,3,99.2976,188.6541,122014,86.036,275.4739,13.95093344,40347,1,6193.133984302058,7288.430993336201
13543,38826, U, 99025EVS,20111.45569007,7.49e-06, 00000-0, 34585-3,0,999,1,99.8855,348.5934,51609,175.4745,184.6906,14.23885994,47358,7,6067.901528919737,7189.843080978047
13544,38827, U, 99025EVT,20121.37881844,4.46e-06, 00000-0, 16438-3,0,999,1,98.6121,179.4895,248524,199.7712,159.3701,14.21783783,48536,7,6076.873363803166,7196.928473836582
13545,38829, U, 99025EVV,20120.29127853,1.2e-07, +00000-0, +34612-4,0,999,0,98.9389,157.3865,43165,35.4175,324.9845,14.05012143,35268,7,6149.413044610248,7254.088320206388
13546,38832, U, 99025EVY,20121.89593458,2.55e-06, +00000-0, +20728-3,0,999,0,99.2959,102.2326,97549,252.5972,106.4505,13.97149262,35053,2,6184.020730635436,7281.279243109156
13547,38833, U, 12053A,20122.70094926,-1.4e-07, 00000-0, 00000+0,0,999,5,53.6636,235.2546,94935,37.1974,323.4577,2.00565174,5545,4,43078.26641927377,26558.234889715284
13548,38834, U, 12053B,20122.50694311,-1.4e-07, 00000-0, 00000+0,0,999,8,53.1736,247.1303,275005,87.9461,275.0181,1.89445542,5240,4,45606.7738981158,27587.56042400553
13549,38836, U, 80073N,20122.1999555,1.214e-05, +00000-0, +51315-3,0,999,2,81.2159,74.6194,27224,232.1081,188.0061,14.24852158,39236,8,6063.787005191874,7186.592520184482
13550,38837, U, 80073P,20122.52799948,1.881e-05, 00000-0, 69338-3,0,999,7,81.2129,41.896,26187,138.949,341.783,14.32027661,42921,6,6033.403009804013,7162.565713607361
13551,38838, U, 80073Q,20121.44516426,3.38e-06, +00000-0, +76483-4,0,999,2,81.2201,169.4967,16147,184.2246,175.8815,14.54039101,90349,2,5942.068541387869,7090.096841151788
13552,38839, U, 83022L,20121.64047117,0.00012349, 00000-0, 10174-2,0,999,6,98.4317,272.8858,9093,107.7974,252.424,14.99197384,41495,8,5763.083695455542,6946.995436132162
13553,38840, U, 83022M,20121.89355535,9.13e-06, +00000-0, +29352-3,0,999,4,98.4492,130.5613,13455,170.7696,306.8719,14.41620745,45110,3,5993.254488024171,7130.755439913946
13554,38841, U, 83022N,20121.95527986,2.254e-05, 00000-0, 48852-3,0,999,9,98.3768,169.8787,11076,32.8558,89.0286,14.59132173,45450,6,5921.327868630307,7073.58866635503
13555,38842, U, 05017F,20122.12210944,3.77e-06, 00000-0, 51330-4,0,999,1,98.0565,79.9939,61014,207.2003,215.1126,14.83567537,52159,1,5823.799580753431,6995.702670764736
13556,38857, U, 12055A,20121.48104094,6e-07, 00000-0, 00000+0,0,999,5,54.9685,163.1009,4852,266.7439,93.2771,1.7047372,4699,4,50682.29871442942,29598.152164089828
13557,38858, U, 12055B,20120.24222747,6.1e-07, +00000-0, +00000-0,0,999,7,54.9696,163.1343,3693,272.1009,87.9347,1.70473691,4697,8,50682.30733620943,29598.155520800898
13558,38859, U, 12055C,20121.37922869,5.8e-07, 00000-0, 00000+0,0,999,0,54.9531,166.7462,5567,311.6547,48.3768,1.66706283,4595,2,51827.68066396154,30042.419896219202
13559,38860, U, 12056A,20122.40575987,6.3e-07, 00000-0, 15090-4,0,999,9,97.6809,172.2047,29985,31.4231,328.8763,14.79538058,40748,6,5839.660530043628,7008.39864118405
13560,38861, U, 12056B,20122.4346971,9.7e-07, 00000-0, 18757-4,0,999,9,97.6988,179.1872,18883,30.7796,329.4518,14.81503458,40774,3,5831.913488520523,7002.198923831874
13561,38863, U, 12056D,20122.21191681,3.46e-06, +00000-0, +45375-4,0,999,9,97.7845,202.5793,14562,351.458,8.6385,14.8631709,40862,1,5813.026075075272,6987.0723944947495
13562,38867, U, 12057A,20122.45460156,-2.9e-06, 00000-0, 00000+0,0,999,6,0.011,206.9831,1879,180.4791,303.0562,1.00271914,2766,5,86165.70338928606,42161.561537521025
13563,38868, U, 12057B,20121.57913472,-1.27e-06, +00000-0, +00000-0,0,999,3,6.2518,71.1199,543272,1.0937,235.0306,0.88384667,2404,7,97754.5121033267,45861.85364262664
13564,38869, U, 12057C,20122.04196667,-3.7e-07, +00000-0, -56025-3,0,999,8,45.846,112.5737,7139844,57.6865,352.2232,2.29569782,6214,4,37635.615300623496,24271.30211705728
13565,38884, U, 12044R,20122.12727877,4.034e-05, 26169-5, 13025-3,0,999,4,50.0114,0.9531,2287864,175.5086,187.0764,10.86052381,29232,6,7955.417391603693,8612.62839541576
13566,38888, U, 12044V,20122.20939612,0.00020404, +48981-5, +36204-3,0,999,8,50.0203,223.4311,1739845,151.4275,219.4226,12.07003294,31130,7,7158.224043753105,8027.196983855272
13567,38921, U, 12044BE,20122.4929454,0.00050897, 65231-5, 56994-3,0,999,5,50.1847,181.6403,1301855,52.153,319.0133,13.07313173,32026,4,6608.974940696937,7611.141554482185
13568,38922, U, 12044BF,20122.21681033,0.0001331, +37055-5, +32611-3,0,999,5,50.0579,71.5616,2111402,33.654,338.1984,11.24615926,29923,8,7682.622840608785,8414.59861397981
13569,38926, U, 12044BK,20122.50035985,0.00024563, 56073-5, 44109-3,0,999,8,49.9871,169.569,1492188,140.3325,231.6868,12.59840885,32064,4,6858.008898480859,7801.158323163899
13570,38948, U, 12044CH,20122.16150724,0.00013084, +42029-5, +24008-3,0,999,1,50.0715,25.4639,1619910,299.8058,45.1329,12.32506828,31606,6,7010.1031521425375,7916.076844750749
13571,38953, U, 12059A,20122.12295512,-1.77e-06, +00000-0, +00000-0,0,999,5,1.8186,83.8007,3671,256.5575,7.3359,1.00268836,2760,8,86168.34845873746,42162.42436873655
13572,38954, U, 12059B,20120.48221758,6.797e-05, 00000-0, 61993-3,0,999,8,20.0655,223.6046,6511129,342.2947,2.9093,3.33358631,8051,0,25918.033002721328,18927.579896397845
13573,38957, U, 12044CQ,20122.08661429,0.00026161, +44937-5, +40053-3,0,999,9,50.0118,157.1641,1622808,212.4836,136.5182,12.33749894,31240,3,7003.040115357449,7910.758717100157
13574,38959, U, 12044CS,20122.27243177,0.00071128, 77877-5, 63705-3,0,999,9,49.9621,155.0809,961284,32.9527,332.7705,13.85137441,29363,0,6237.648152635563,7323.313819192173
13575,38960, U, 12044CT,20122.22748921,0.00016128, +37520-5, +34883-3,0,999,8,50.1289,73.986,1823209,307.3962,37.411,11.86584761,25564,6,7281.401450595573,8119.021903456214
13576,38961, U, 12044CU,20122.4683738,0.00015745, 42500-5, 27978-3,0,999,8,50.0813,12.3531,1617593,304.3772,41.4262,12.33241981,31641,7,7005.924330433575,7912.930608479547
13577,38971, U, 12044DE,20122.17192229,0.0001718, 58815-5, 30603-3,0,999,3,50.0724,173.124,1459032,109.2464,267.1666,12.67581135,31999,0,6816.131734242006,7769.36836023401
13578,38977, U, 12061A,20122.19632653,-1.34e-06, 00000-0, 00000+0,0,999,4,5.6519,67.9277,3170,330.2955,235.7249,1.00272309,2773,3,86165.36395905673,42161.45081351418
13579,38978, U, 12061B,20122.26575802,6.6e-07, +00000-0, +00000-0,0,999,9,0.0184,265.0865,1303,19.8874,213.2867,1.0026809,2720,2,86168.98955589958,42162.63349561881
13580,38979, U, 12061C,20120.89925179,-1.17e-06, +00000-0, -21547-2,0,999,3,48.2184,12.3537,7103901,297.0427,9.0486,2.27827081,6076,1,37923.49865554394,24394.915987650376
13581,38980, U, 12061D,20122.23270842,-1.13e-06, 00000-0, 00000+0,0,999,8,5.2777,58.2043,775708,64.0002,303.6717,1.12486139,3048,3,76809.46360866739,39051.42480667974
13582,38991, U, 12062A,20122.45023977,-2.54e-06, 00000-0, 00000+0,0,999,6,0.0123,240.3031,2855,181.8989,244.7294,1.00270347,2741,5,86167.04996542996,42162.00079662953
13583,38992, U, 12062B,20122.18236277,1.25e-06, +00000-0, +00000-0,0,999,3,0.0712,20.8581,2532,30.5961,255.3364,1.00272281,2740,7,86165.38801984568,42161.458662280595
13584,38993, U, 12062C,20122.28612738,5.6e-06, 00000-0, 18497-3,0,999,0,2.8471,36.9609,7108454,101.7017,339.0043,2.49261518,6573,6,34662.3902049734,22975.557961024784
13585,38995, U, 12063A,20122.40401531,1.78e-06, 00000-0, 10000-3,0,999,1,65.3496,233.3476,6488294,263.7181,56.1201,2.00607855,5466,5,43069.1011575793,26554.467764970454
13586,38996, U, 12063B,20122.43397338,1.213e-05, 00000-0, 30039+0,0,999,5,65.5326,229.5656,6481192,266.1774,23.1252,2.00079387,5453,1,43182.85921177878,26601.20593325145
13587,38997, U, 12064A,20122.59089139,2.058e-05, 00000-0, 49932-4,0,999,6,97.1575,153.6087,10195,166.9267,349.1398,15.42147724,41856,3,5602.576112222048,6817.40203452169
13588,38998, U, 12064B,20122.65721887,1.259e-05, 00000-0, 30595-4,0,999,4,97.2318,154.0958,5042,203.2668,156.8353,15.42880933,41762,3,5599.91365192404,6815.242016246831
13589,39008, U, 12065A,20122.45285684,-2.87e-06, 00000-0, 00000+0,0,999,0,0.017,237.4969,2107,165.572,278.3042,1.00271138,2736,3,86166.37022709365,42161.77906325644
13590,39009, U, 12065B,20121.58525024,-1.83e-06, +00000-0, +00000-0,0,999,5,30.4653,317.0759,6883422,101.4167,337.0463,2.23059874,6208,1,38733.994801772365,24741.26621805929
13591,39010, U, 12065C,20122.53542135,5.53e-06, 00000-0, 10319-3,0,999,2,49.6207,224.2029,4669010,63.8114,336.4837,6.16168374,16637,2,14022.141292178685,12567.144874345562
13592,39011, U, 12066A,20122.55264931,-1.43e-06, 00000-0, -73751-4,0,999,8,63.3714,297.0531,243972,11.7223,348.9337,13.45194969,36512,5,6422.8607741693095,7467.5716989380435
13593,39012, U, 12066B,20122.25558861,-1.29e-06, +00000-0, -53847-4,0,999,2,63.3726,297.9049,243885,11.5601,349.089,13.45194114,36509,7,6422.864856513935,7467.574863176849
