,SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,RightAscension,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2),OrbitalPeriod,SemiMajorAxis
8377,29897, U, 99025GT,20122.21186641,-1.77e-06, 00000-0, -16831-3,0,999,5,98.6413,223.4555,317043,26.877,3.6042,13.48377587,65240,7,6407.70069400449,7455.816442053921
8378,29898, U, 99025GU,20121.74832439,1.38e-06, +00000-0, +12588-3,0,999,6,98.2419,49.2531,478208,217.7497,175.3144,13.52943632,65297,3,6386.075366072606,7439.031918641483
8379,29899, U, 99025GV,20122.11623413,4.9e-07, +00000-0, +11253-3,0,999,8,98.691,189.9518,355006,192.267,166.9643,13.36762131,64668,7,6463.378786423744,7498.944419733278
8380,29901, U, 99025GX,20122.20131756,1.8e-07, +00000-0, +75297-4,0,999,1,98.7929,199.4009,381852,344.9406,65.5553,13.31913583,64598,4,6486.907341645452,7517.132270415603
8381,29903, U, 99025GZ,20122.4717494,8.24e-06, 00000-0, 20202-3,0,999,4,98.978,80.6948,81971,336.802,22.9482,14.53501493,70032,3,5944.266340014004,7091.8450140373525
8382,29904, U, 99025HA,20122.24673463,2.29e-06, 00000-0, 73004-4,0,999,2,98.9593,27.5824,230783,245.3667,112.3323,14.36329661,69571,7,6015.332158485586,7148.256668017786
8383,29905, U, 99025HB,20094.31883922,0.06440362, +15219-0, +12600-1,0,999,4,99.1742,28.6539,13758,179.9064,180.2218,16.0806043,70650,0,5372.932409014007,6629.813533915449
8384,29906, U, 99025HC,20122.16736201,5.01e-06, +00000-0, +23183-3,0,999,0,98.7915,185.1118,51360,48.3255,312.2303,14.24606686,68804,7,6064.831847911179,7187.418037664041
8385,29907, U, 99025HD,20122.00945096,2.13e-06, +00000-0, +16580-3,0,999,1,99.2502,137.3381,89121,172.9569,241.2817,14.01461839,67789,1,6164.991268092603,7266.3342748644145
8386,29909, U, 99025HF,20122.12167889,7.21e-06, +00000-0, +30239-3,0,999,3,98.7257,187.9,58866,328.3426,90.9355,14.28101677,68967,9,6049.989394417607,7175.686744798357
8387,29911, U, 99025HH,20122.07409602,3.64e-06, +00000-0, +21895-3,0,999,3,98.9153,162.8195,30548,227.9717,184.8278,14.12846021,68419,1,6115.316086522072,7227.248741210691
8388,29912, U, 99025HJ,20122.14194456,6e-06, 00000-0, 28168-3,0,999,3,98.8418,178.6438,56500,81.8642,345.0217,14.22950116,68754,8,6071.892403570386,7192.995254531433
8389,29913, U, 99025HK,20122.36738527,3.2e-07, 00000-0, 46354-4,0,999,8,98.8721,150.9219,63420,267.7557,209.1621,14.05042629,68152,8,6149.279617337503,7253.9833891380085
8390,29914, U, 99025HL,20122.53578138,-4.1e-07, 00000-0, 25373-5,0,999,8,99.0959,155.7595,36798,53.5028,111.8462,14.021507,68039,0,6161.962476643916,7263.95416729505
8391,29915, U, 99025HM,20122.15066218,3.357e-05, +00000-0, +34062-3,0,999,3,99.042,271.6956,55582,301.4759,58.103,14.90605288,70881,6,5796.303065308863,6973.665610755247
8392,29916, U, 99025HN,20122.27959814,3.3e-07, 00000-0, 83234-4,0,999,4,99.3291,232.1976,277634,74.4503,315.4355,13.54461205,65670,5,6378.9202437880085,7433.474292663676
8393,29917, U, 99025HP,20121.97529358,2.6e-06, 00000-0, 30272-3,0,999,2,98.8569,117.6673,237332,107.3283,309.5981,13.65057677,66123,0,6329.402885736088,7394.955351599692
8394,29918, U, 99025HQ,20122.05018038,6.43e-06, +00000-0, +32480-3,0,999,9,99.0023,146.0746,18657,113.5191,300.6416,14.19737947,68594,4,6085.630111005267,7203.840642154068
8395,29919, U, 99025HR,20122.44682057,7e-07, 00000-0, 90466-4,0,999,4,98.5166,80.6098,138916,187.0409,289.6838,13.84102119,67163,2,6242.313974811566,7326.9653045781915
8396,29920, U, 99025HS,20121.93092579,1.86e-06, 00000-0, 15103-3,0,999,5,98.3963,110.488,136740,278.4076,80.1608,13.9650429,67620,2,6186.8768050830695,7283.520964266825
8397,29921, U, 99025HT,20122.0691778,-6.8e-07, +00000-0, -15266-4,0,999,3,98.9275,153.5867,47990,53.6864,0.0612,14.04018955,68068,5,6153.7630736616375,7257.508893361136
8398,29922, U, 99025HU,20121.98557647,7.7e-07, +00000-0, +85263-4,0,999,8,99.3673,133.5668,93927,207.9368,205.2452,13.97362539,67777,2,6183.076874368677,7280.538338318425
8399,29923, U, 99025HV,20122.07380491,1.61e-06, +00000-0, +11618-3,0,999,7,98.8393,155.2819,18012,226.2544,153.9462,14.09945875,68337,4,6127.894803054053,7237.155928867861
8400,29924, U, 99025HW,20122.0211124,1.01e-06, +00000-0, +84822-4,0,999,9,98.9232,153.5806,25936,278.9577,137.7066,14.08269972,68326,2,6135.187266493813,7242.896479196501
8401,29925, U, 99025HX,20122.12824988,2.328e-05, +00000-0, +36457-3,0,999,4,99.0206,182.9781,70710,145.5345,267.5867,14.72231706,70447,9,5868.6414406021495,7031.566899528121
8402,29926, U, 99025HY,20122.10580714,9.7e-07, 00000-0, 41638-4,0,999,8,98.4076,174.1511,261768,267.8499,143.0569,14.28795368,69267,0,6047.052078629079,7173.3639898874435
8403,29927, U, 99025HZ,20121.92742729,7.86e-06, +00000-0, +31260-3,0,999,8,99.1008,348.1327,32774,149.4661,326.6663,14.31424698,69068,3,6035.944476906043,7164.576977384149
8404,29928, U, 99025JA,20122.3705494,3.31e-06, 00000-0, 30895-3,0,999,9,99.4617,78.8878,149014,139.7953,11.3674,13.84210779,67096,2,6241.823955627498,7326.581856971004
8405,29929, U, 99025JB,20122.07957706,1.22e-06, 00000-0, 11489-3,0,999,5,98.5598,156.1497,146657,110.0482,305.0129,13.91793704,67365,6,6207.816557273347,7299.945968964779
8406,29930, U, 99025JC,20122.4074387,5.3e-07, 00000-0, 41521-4,0,999,3,99.1122,273.3139,169213,124.7645,297.2025,14.18648122,68802,6,6090.305175760844,7207.529562918832
8407,29931, U, 99025JD,20122.05896763,-2.09e-06, +00000-0, -10550-3,0,999,7,99.1183,154.9432,32822,35.0095,17.7416,14.0269302,68041,6,6159.580091159218,7262.081749283155
8408,29932, U, 99025JE,20122.04078183,8.4e-07, +00000-0, +66414-4,0,999,5,98.8044,154.8841,39480,172.0762,218.2653,14.14156897,68568,6,6109.6473936724715,7222.781772833743
8409,29933, U, 99025JF,20122.04673708,1.018e-05, +00000-0, +40989-3,0,999,6,98.8539,145.1255,6883,321.5862,92.1926,14.30287378,68989,7,6040.744072062978,7168.374506608069
8410,29934, U, 99025JG,20122.23901219,2.6e-06, +00000-0, +78783-4,0,999,1,98.8443,23.2396,130625,327.1381,32.1736,14.46640076,70003,2,5972.460008082895,7114.251748916083
8411,29935, U, 99025JH,20122.1172158,3.9e-07, +00000-0, +38914-4,0,999,6,98.446,257.3309,152407,340.4185,70.8382,14.12950819,68561,8,6114.8625159613575,7226.8913753508195
8412,29936, U, 99025JJ,20122.23462889,3.9e-07, 00000-0, 28354-4,0,999,1,98.5844,218.784,118813,130.7877,230.3689,14.33022617,69537,4,6029.213982740651,7159.249988948749
8413,29937, U, 99025JK,20122.11319726,1.38e-06, +00000-0, +11517-3,0,999,2,99.0336,154.9044,31739,343.5277,84.9153,14.03928346,68145,7,6154.160235183399,7257.8211545729955
8414,29938, U, 99025JL,20122.02643161,-1.12e-06, +00000-0, -41572-4,0,999,5,98.8068,145.986,33221,321.5229,67.4217,14.06243085,68212,9,6144.030212244564,7249.854502552696
8415,29939, U, 99025JM,20122.11949743,-6.2e-07, +00000-0, -10103-4,0,999,1,98.7964,148.8559,66356,205.6126,201.3003,14.11570525,68513,8,6120.841889922574,7231.601783430188
8416,29940, U, 99025JN,20122.35594251,1.91e-06, 00000-0, 12080-3,0,999,5,98.7785,157.5515,78862,206.5047,276.5135,14.13566533,68490,7,6112.199035770466,7224.792654993781
8417,29941, U, 99025JP,20122.07378316,1.32e-05, 00000-0, 27487-3,0,999,9,98.8768,55.7549,67383,265.8952,222.8418,14.60537726,70118,7,5915.629460433397,7069.049744858751
8418,29942, U, 99025JQ,20122.13142752,2.43e-06, 00000-0, 12481-3,0,999,1,98.8601,165.634,56236,114.852,245.8519,14.23359455,68651,9,6070.146209131692,7191.616116081098
8419,29943, U, 99025JR,20122.10514618,4.3e-07, +00000-0, +50005-4,0,999,6,98.8813,151.9936,34787,262.1187,163.8964,14.09232476,68407,6,6130.996941344971,7239.598177575204
8420,29944, U, 99025JS,20122.13502822,3.38e-06, 00000-0, 56110-4,0,999,4,99.0184,181.821,254270,78.2083,335.5578,14.58635742,70388,7,5923.34312893863,7075.193521923346
8421,29945, U, 99025JT,20122.08642995,6e-08, +00000-0, +31819-4,0,999,6,99.0304,155.6714,30570,334.4259,83.209,14.04696955,68168,0,6150.792859090379,7255.1734017420595
8422,29946, U, 99025JU,20122.07376935,1.16e-06, 00000-0, 93917-4,0,999,3,98.8129,148.7239,82332,358.9106,59.0066,14.06312483,68206,3,6143.727019736623,7249.61599247904
8423,29947, U, 99025JV,20122.0589425,-7.3e-07, 00000-0, -18638-4,0,999,8,99.0919,158.8038,41669,58.0447,354.0377,14.01896281,68010,1,6163.080762178012,7264.832992205621
8424,29948, U, 99025JW,20122.03534841,-2.07e-06, +00000-0, -98570-4,0,999,6,98.7984,144.9562,84727,232.3791,180.8398,14.05061755,68157,3,6149.195912033063,7253.917560476949
8425,29949, U, 99025JX,20122.50786056,-2.03e-06, 00000-0, -95856-4,0,999,6,98.9679,154.4602,23159,299.864,196.6414,14.06444691,68280,7,6143.149499790746,7249.161668535376
8426,29950, U, 99025JY,20122.17233021,9.5e-07, +00000-0, +79738-4,0,999,8,98.9987,155.9446,32413,265.4961,136.217,14.09369526,68386,3,6130.400750555181,7239.128840994551
8427,29953, U, 99025KB,20122.11118341,-5.9e-07, 00000-0, -13763-4,0,999,0,99.0123,163.6093,112554,89.7127,328.7645,13.88871917,67386,2,6220.876017611925,7310.180373663121
8428,29954, U, 99025KC,20122.38487256,3.66e-06, 00000-0, 17792-3,0,999,8,100.149,168.6079,87211,214.2845,145.2681,14.23728762,68946,0,6068.571648340416,7190.372419913413
8429,29955, U, 99025KD,20122.46033247,6.94e-06, 00000-0, 32973-3,0,999,7,99.2654,43.9856,10784,20.0229,41.1236,14.22955707,68796,2,6071.868546221727,7192.976412969181
8430,29956, U, 99025KE,20122.55230216,1.04e-06, 00000-0, 90035-4,0,999,3,99.0484,155.7973,53549,354.1572,123.8804,14.05653928,68239,4,6146.605382658598,7251.880133530159
8431,29957, U, 99025KF,20122.15528584,1.104e-05, +00000-0, +60228-3,0,999,9,98.9501,191.5814,61170,315.6438,96.397,14.13296477,68308,3,6113.366969073681,7225.712979217096
8432,29958, U, 99025KG,20122.1605359,1e-08, +00000-0, +23990-4,0,999,2,98.8562,155.3927,59022,45.032,315.5615,14.11986742,68482,4,6119.037624788123,7230.180588077811
8433,29959, U, 99025KH,20122.03795302,1.87e-06, +00000-0, +14367-3,0,999,5,99.0586,156.2436,41833,296.7774,92.7873,14.04733939,68126,3,6150.630920294153,7255.046057812096
8434,29960, U, 99025KJ,20122.09416351,7.9e-07, +00000-0, +62765-4,0,999,3,98.6541,158.7487,97015,37.7866,20.4036,14.12606618,68464,8,6116.352486180976,7228.0652818951585
8435,29961, U, 99025KK,20122.23501397,4.8e-07, +00000-0, +39638-4,0,999,4,99.053,278.9422,77558,82.989,278.0101,14.24362481,69092,7,6065.871655039754,7188.239529521899
8436,29962, U, 99025KL,20122.08602618,1.99e-06, 00000-0, 14127-3,0,999,8,98.9238,152.9112,111648,218.976,202.3875,14.05722542,68181,7,6146.305363864613,7251.644153082827
8437,29963, U, 99025KM,20122.12583399,1.03e-06, +00000-0, +65323-4,0,999,8,99.04,270.5751,55011,76.9192,339.4767,14.23066305,68920,0,6071.396652174967,7192.603725199876
8438,29964, U, 99025KN,20121.92660866,3.51e-06, 00000-0, 26029-3,0,999,5,98.3925,102.7583,141553,263.5004,95.0027,13.96408449,67644,1,6187.301434753781,7283.8542249009815
8439,29965, U, 99025KP,20122.53825326,7.6e-07, 00000-0, 82596-4,0,999,4,99.0069,148.0836,146145,297.6609,217.5496,13.94610897,67692,8,6195.2764162289495,7290.111786629422
8440,29966, U, 99025KQ,20122.00853012,1.11e-06, +00000-0, +73642-4,0,999,2,99.4959,151.1531,42186,26.4617,333.8699,14.21202163,68869,3,6079.360294359472,7198.891878336207
8441,29967, U, 99025KR,20122.08848897,7.16e-06, 00000-0, 41071-3,0,999,7,99.007,169.5538,86383,358.5616,54.5781,14.10767111,68238,5,6124.32763184823,7234.3470599816155
8442,29968, U, 99025KS,20122.01537925,5.7e-07, +00000-0, +59300-4,0,999,1,98.8085,146.3028,91664,2.4106,27.3685,14.05782403,68212,1,6146.04364200453,7251.438292037988
8443,29969, U, 99025KT,20122.1197999,6.43e-06, +00000-0, +33545-3,0,999,8,98.9001,176.0112,53062,199.3816,213.9708,14.17372495,68499,4,6095.786414988955,7211.853404293655
8444,29970, U, 99025KU,20122.10839351,1.92e-06, +00000-0, +76904-4,0,999,1,98.9626,315.3618,102504,137.0584,350.6925,14.36829303,69615,2,6013.240391158699,7146.599418833309
8445,29971, U, 99025KV,20122.10498675,3.14e-06, +00000-0, +19767-3,0,999,1,98.9377,164.9658,24879,240.6445,172.724,14.11371032,68353,8,6121.707052295516,7232.283210646805
8446,29972, U, 99025KW,20122.19110076,4.59e-06, +00000-0, +14306-3,0,999,1,98.8961,358.433,96421,66.7512,58.7295,14.43321061,69758,3,5986.194086306623,7125.154043842197
8447,29973, U, 99025KX,20122.01799896,5.44e-06, +00000-0, +37967-3,0,999,9,98.9126,148.7369,64377,114.1291,304.4036,14.01719329,67942,6,6163.858784885173,7265.444384065716
8448,29974, U, 99025KY,20122.14671451,9.66e-06, +00000-0, +61418-3,0,999,6,99.002,196.0313,52414,80.1667,339.9373,14.05511175,68044,9,6147.229672506874,7252.371157787532
8449,29975, U, 99025KZ,20121.89687781,-2.27e-06, 00000-0, -12247-3,0,999,9,99.3307,91.5103,114793,190.0739,225.0007,13.96979589,67791,0,6184.771823462912,7281.868806237756
8450,29976, U, 99025LA,20122.03951358,-9.3e-07, +00000-0, -27376-4,0,999,2,98.9911,149.943,276029,134.6961,281.1726,13.95616795,67702,9,6190.811138812644,7286.6084419335975
8451,29977, U, 99025LB,20121.94609024,2.33e-06, 00000-0, 18016-3,0,999,6,98.3937,115.1411,134722,264.0681,149.5758,13.97321338,67665,4,6183.259186728314,7280.68145213571
8452,29978, U, 99025LC,20122.02771253,-7.2e-07, +00000-0, -18136-4,0,999,8,99.337,148.3337,75848,241.4337,147.5279,13.95156087,67702,5,6192.855466500932,7288.212474678325
8453,29979, U, 99025LD,20122.19775664,1.27e-06, +00000-0, +72811-4,0,999,6,98.6133,191.1063,114199,20.0679,39.7566,14.21262728,68901,3,6079.101231450854,7198.687363494268
8454,29980, U, 99025LE,20122.19880784,4.6e-07, 00000-0, 53134-4,0,999,5,98.7185,8.9505,87864,277.1828,236.7343,14.0500437,68185,3,6149.447065420871,7254.115075034925
8455,29981, U, 99025LF,20122.02130193,0.00152826, +00000-0, +82465-3,0,999,2,98.8588,81.0168,17351,185.4595,174.6482,15.79496645,72374,6,5470.09708906346,6709.504042236507
8456,29982, U, 99025LG,20122.26699466,2.17e-06, +00000-0, +57476-4,0,999,3,99.371,14.1967,147145,330.8823,142.0004,14.54773364,70389,0,5939.069420575396,7087.710932831779
8457,29983, U, 99025LH,20122.17930601,1.202e-05, +00000-0, +25786-3,0,999,6,99.1545,197.7435,74803,58.1094,354.671,14.59108041,70076,0,5921.425800709436,7073.6666589214365
8458,29985, U, 99025LK,20122.06919608,-8.9e-07, +00000-0, -25227-4,0,999,5,98.913,154.0393,27828,248.0829,165.0729,14.09889705,68435,7,6128.138938357593,7237.348146433011
8459,29986, U, 99025LL,20122.2479375,5.72e-06, +00000-0, +32073-3,0,999,5,99.3774,35.4758,30311,19.5178,110.3834,14.1474701,68401,4,6107.098964641034,7220.773143373674
8460,29987, U, 99025LM,20122.23086833,5.12e-06, +00000-0, +37167-3,0,999,5,98.9576,22.1303,95047,187.416,325.7203,13.98736429,67587,1,6177.003630467396,7275.770083760671
8461,29988, U, 99025LN,20122.1617978,9.03e-06, +00000-0, +35634-3,0,999,3,98.846,181.8397,176948,275.7885,143.3569,14.23505979,68717,2,6069.521398195688,7191.1226103970275
8462,29989, U, 99025LP,20122.51429941,2.8e-07, 00000-0, 34692-4,0,999,2,98.6125,147.9771,125602,313.6323,188.4859,14.14033042,68622,2,6110.182537021649,7223.203528455706
8463,29991, U, 99025LR,20122.22232691,1.253e-05, +00000-0, +51562-3,0,999,2,102.2047,186.2815,11286,137.7689,258.8909,14.29928516,68848,0,6042.260087356703,7169.573797153461
8464,29992, U, 99025LS,20122.55729997,-5.4e-07, 00000-0, -53835-5,0,999,6,98.7766,147.7469,89015,227.6359,261.4398,14.10712383,68473,2,6124.565222590804,7234.534161094868
8465,29993, U, 99025LT,20122.04873281,-1.5e-06, +00000-0, -61836-4,0,999,3,99.0621,154.5889,38619,308.2445,51.525,14.07451189,68304,3,6138.756404148378,7245.705237660611
8466,29994, U, 99025LU,20122.05099826,5.91e-06, 00000-0, 38846-3,0,999,1,99.0984,162.2583,137643,147.5024,270.497,14.0122881,67986,0,6166.016526594254,7267.139862868544
8467,29996, U, 99025LW,20122.16262174,6.77e-06, +00000-0, +48610-3,0,999,8,99.2825,92.6627,148702,302.7076,189.6815,13.95453542,67427,6,6191.53539688389,7287.176733870749
8468,29997, U, 99025LX,20122.34069626,1.48e-06, 00000-0, 13410-3,0,999,9,99.0382,156.6115,79647,230.638,194.3286,13.97007332,67730,0,6184.649000825717,7281.772399416154
8469,29998, U, 99025LY,20122.23331357,2.26e-06, +00000-0, +13073-3,0,999,3,99.2724,38.4538,7080,12.105,348.0293,14.19268841,68710,2,6087.641573186627,7205.427928338044
8470,29999, U, 99025LZ,20122.08225646,1.36e-06, +00000-0, +76345-4,0,999,2,98.5956,156.3272,197791,282.9769,129.0652,14.15914847,68663,3,6102.061870674064,7216.802167439074
8471,30000, U, 68081J,20122.18009463,7.7e-07, 00000-0, 00000+0,0,999,7,4.0896,308.4139,130221,12.7238,333.9861,1.00903244,5661,6,85626.58302640895,41985.513724458455
8472,30001, U, 99025MA,20121.95080233,1.003e-05, +00000-0, +53204-3,0,999,6,99.0456,126.6946,52905,214.9394,174.9653,14.152708,68266,7,6104.838734749563,7218.991433894869
8473,30003, U, 99025MC,20122.26330139,1.62e-06, +00000-0, +17142-3,0,999,2,99.3536,56.3905,145950,163.838,356.1767,13.83657365,67104,4,6244.320464409194,7328.535309146582
8474,30004, U, 99025MD,20122.24639434,3.68e-06, +00000-0, +23136-3,0,999,9,99.0482,235.0481,39732,346.3848,74.1898,14.10354474,68343,8,6126.119468033821,7235.758059262065
8475,30005, U, 99025ME,20122.17614228,4.53e-06, +00000-0, +54495-3,0,999,3,99.3377,196.903,360889,218.7156,138.7604,13.47349747,65287,6,6412.588876227399,7459.6077923794255
8476,30007, U, 99025MG,20122.01424042,5.37e-06, +00000-0, +30845-3,0,999,7,99.2412,278.0522,74661,39.3471,77.5617,14.12390149,68308,8,6117.289904717398,7228.803799317693
8477,30008, U, 99025MH,20122.18752899,7.29e-06, +00000-0, +25558-3,0,999,8,99.3605,199.3156,65312,107.1455,306.627,14.37242065,69429,7,6011.513446762358,7145.231063910757
8478,30009, U, 99025MJ,20122.49733829,-1.51e-06, 00000-0, -70848-4,0,999,9,99.1959,156.3924,83320,212.8884,146.7079,13.98931544,67772,5,6176.1420972004325,7275.093546066397
8479,30010, U, 99025MK,20122.30357139,1.8e-07, 00000-0, 27358-4,0,999,5,98.8665,241.1305,74412,349.6743,62.5599,14.23450322,69083,6,6069.758716876387,7191.310058082778
8480,30012, U, 99025MM,20121.96716446,7.6e-07, +00000-0, +10149-3,0,999,1,99.5833,107.9384,138011,175.2019,248.013,13.84343815,67149,1,6241.224113823198,7326.112457801267
8481,30013, U, 99025MN,20121.87589694,1.02e-06, +00000-0, +11862-3,0,999,8,99.4196,74.805,131098,97.5507,326.7045,13.86231745,67254,7,6232.724096215239,7319.4592514004735
8482,30015, U, 99025MQ,20121.91399399,2.61e-06, +00000-0, +13602-3,0,999,6,99.1584,7.2468,41122,250.4002,171.318,14.23074476,68940,3,6071.361791468178,7192.576192875896
8483,30016, U, 99025MR,20122.50171507,5.76e-06, 00000-0, 17882-3,0,999,5,98.9154,349.4109,85610,116.5649,1.9113,14.43057146,69694,4,5987.288877609009,7126.02274481351
8484,30017, U, 99025MS,20122.31210107,5.1e-07, 00000-0, 18908-4,0,999,4,98.6721,34.9916,232908,337.4195,21.6881,14.55805773,70574,8,5934.857630214934,7084.359624187483
8485,30018, U, 99025MT,20122.07698998,3.4e-06, +00000-0, +76183-4,0,999,6,98.7377,46.0318,151783,29.3399,95.1269,14.56954306,70463,2,5930.179117093052,7080.636016117032
8486,30019, U, 99025MU,20122.05009919,9.7e-06, 00000-0, 33636-3,0,999,8,98.1237,149.8236,193774,137.9307,223.694,14.27632967,68756,4,6051.975682626555,7177.257238149794
8487,30020, U, 99025MV,20122.06738223,-7.6e-07, 00000-0, -18786-4,0,999,7,98.9187,151.0896,189248,23.6911,28.7704,14.00603951,67923,7,6168.767404826491,7269.301121072311
8488,30021, U, 99025MW,20122.04193969,-2.03e-06, +00000-0, -98191-4,0,999,8,98.8513,146.0682,72303,268.7176,143.9531,14.04035535,68135,0,6153.690404993917,7257.451758181255
8489,30022, U, 99025MX,20122.16915803,7e-08, 00000-0, 23255-4,0,999,0,98.9301,248.6897,68595,25.9061,95.6449,14.22300898,69036,7,6074.663956234104,7195.1839460196525
8490,30023, U, 99025MY,20122.24116258,1.7e-07, +00000-0, +36101-4,0,999,2,99.1013,240.6651,49749,21.1407,37.9969,14.08054836,68300,4,6136.124658713221,7243.634219451201
8491,30024, U, 99025MZ,20122.07603155,1.748e-05, 00000-0, 10429-3,0,999,7,98.6163,242.6099,175128,252.5271,105.6742,15.00956907,71995,2,5756.327819743328,6941.565216862953
8492,30025, U, 99025NA,20122.21616554,1.918e-05, +00000-0, +10309-3,0,999,7,98.2973,19.1052,180135,1.4708,358.7008,15.0350719,71653,0,5746.563805923668,6933.713369150744
8493,30026, U, 99025NB,20122.06384117,3.666e-05, +00000-0, +26647-3,0,999,2,99.0906,54.8267,114744,39.0725,321.8711,14.99491826,71500,4,5761.952049480528,6946.085992838123
8494,30028, U, 99025ND,20122.08209683,1.08e-06, 00000-0, 35006-4,0,999,8,98.2073,158.338,200982,45.8447,6.9159,14.45714767,70032,3,5976.282595445054,7117.287008386968
8495,30030, U, 99025NF,20122.29715924,6.77e-06, 00000-0, 12432-3,0,999,2,99.7011,232.9536,114937,34.6265,326.2349,14.65985721,70540,9,5893.645399292399,7051.525226409006
8496,30031, U, 99025NG,20122.14639599,1.98e-05, 00000-0, 26364-3,0,999,7,99.2044,327.8814,76730,90.3864,270.6137,14.7910299,70734,2,5841.378226136911,7009.772888747186
8497,30032, U, 99025NH,20122.17455135,1.079e-05, +00000-0, +11490-3,0,999,6,97.2582,311.0084,217858,58.5298,303.7005,14.74860119,70712,4,5858.1826769159525,7023.210240018594
8498,30035, U, 99025NL,20122.2124658,-1.1e-07, +00000-0, +13851-4,0,999,6,99.2701,205.6752,115537,262.4102,150.4984,14.35941993,69674,8,6016.956145943704,7149.543175738556
8499,30036, U, 99025NM,20121.82224519,2.13e-06, +00000-0, +68550-4,0,999,0,98.4945,164.1204,210527,266.1887,156.8914,14.38108378,69633,0,6007.892125637836,7142.361262490143
8500,30037, U, 99025NN,20122.06875288,1e-07, +00000-0, +17535-4,0,999,5,98.3404,152.8712,180954,36.2288,16.2796,14.31289584,69421,3,6036.51427117491,7165.027861880081
8501,30038, U, 99025NP,20122.05569472,7.3e-07, +00000-0, +29217-4,0,999,9,98.3671,149.9551,277149,115.3503,278.8189,14.33167513,69464,8,6028.604417577249,7158.767438161815
8502,30039, U, 99025NQ,20122.19860045,1.093e-05, +00000-0, +27690-3,0,999,0,97.0145,357.9147,141028,169.4367,307.9745,14.46534364,69623,2,5972.896472440803,7114.598348641997
8503,30040, U, 99025NR,20122.49575466,9.6e-06, 00000-0, 45575-3,0,999,9,98.3729,215.8477,42362,229.3351,260.8415,14.212364,68701,4,6079.213845071798,7198.776265643483
8504,30041, U, 99025NS,20122.1448641,6.6e-07, +00000-0, +64554-4,0,999,8,99.5107,80.1086,36850,135.4921,292.0184,14.09979296,68354,9,6127.749552430308,7237.041565985833
8505,30043, U, 99025NU,20121.95778977,3.87e-06, +00000-0, +14846-3,0,999,4,98.4853,266.2274,320392,269.9379,86.5085,14.11702127,68321,0,6120.271291480458,7231.152345820177
8506,30044, U, 99025NV,20122.52637767,7.25e-06, 00000-0, 31299-3,0,999,7,98.1167,138.6437,125936,155.5334,205.1894,14.22869914,68719,5,6072.234654052851,7193.265547306294
8507,30045, U, 99025NW,20122.20604549,8.92e-06, +00000-0, +55565-3,0,999,2,99.1354,89.8909,121684,81.1428,35.5196,14.03868819,67785,4,6154.421184562259,7258.026317743452
8508,30047, U, 99025NY,20122.21285727,2.19e-06, +00000-0, +20323-3,0,999,5,99.9441,115.5289,132014,353.2714,135.0172,13.902833,67381,2,6214.560730176361,7305.232120421474
8509,30048, U, 99025NZ,20122.01047351,4.7e-07, 00000-0, 73772-4,0,999,9,98.623,128.6934,189959,11.0142,7.3014,13.78431919,66863,8,6267.991825282161,7347.044607317756
8510,30050, U, 99025PB,20122.34454413,1.67e-06, 00000-0, 16158-3,0,999,6,96.8217,260.3142,181241,94.4844,326.945,13.80211464,66884,2,6259.910329218945,7340.728083616641
8511,30052, U, 99025PD,20122.06525395,1.85e-06, +00000-0, +18984-3,0,999,4,99.5364,157.5216,296838,171.5194,244.9627,13.70346976,66436,4,6304.972500628921,7375.914268732933
8512,30053, U, 99025PE,20122.17864705,5.53e-06, +00000-0, +33730-3,0,999,3,98.6468,72.4043,382925,168.5611,311.7204,13.78553179,66618,5,6267.440481525306,7346.6137615566295
8513,30054, U, 99025PF,20122.33974633,1.5e-06, 00000-0, 17768-3,0,999,0,99.6252,157.3207,282306,261.5647,162.4207,13.67378321,66311,4,6318.660949430103,7386.586091821116
8514,30056, U, 99025PH,20122.20008149,8.5e-06, +00000-0, +78795-3,0,999,2,98.3687,195.1952,324778,285.1457,71.3985,13.63468061,65944,1,6336.782097897634,7400.701901748533
8515,30057, U, 99025PJ,20122.21423896,1.93e-06, +00000-0, +26283-3,0,999,9,98.8891,13.4631,305914,16.0309,134.7301,13.5179775,65480,6,6391.488667590991,7443.235234278244
8516,30058, U, 99025PK,20121.97911178,2.43e-06, +00000-0, +35170-3,0,999,8,99.7957,160.5047,323878,182.4958,298.3755,13.45555638,65235,0,6421.13916065357,7466.237210851436
8517,30059, U, 99025PL,20122.12547573,3e-07, 00000-0, 79138-4,0,999,8,98.8328,329.6293,331019,96.1365,18.4316,13.44365328,65234,0,6426.824479960109,7470.643664806666
8518,30060, U, 99025PM,20121.99322338,3.36e-06, 00000-0, 48280-3,0,999,6,99.2848,120.6603,364312,109.0686,281.0276,13.37716022,64777,7,6458.769916714058,7495.379125920184
8519,30061, U, 99025PN,20122.23149611,8.07e-06, +00000-0, +10954-2,0,999,5,101.8589,211.2865,387069,179.5428,240.0464,13.36240194,64625,4,6465.903389821247,7500.897023671182
